200 19900
2 8 2
2 9 4
2 10 2
2 11 1
2 12 5
2 13 5
2 14 3
2 15 1
2 16 3
2 17 1
2 18 2
2 19 4
2 20 5
2 21 5
2 22 5
2 23 4
2 24 5
2 25 4
2 26 5
2 27 5
2 28 5
2 29 5
2 30 2
2 31 1
2 32 3
2 33 2
2 34 1
2 35 4
2 36 1
2 37 2
2 38 5
2 39 2
2 40 5
2 41 1
2 42 4
2 43 4
2 44 1
2 45 2
2 46 3
2 47 1
2 48 5
2 49 2
2 50 4
2 51 5
2 52 4
2 53 3
2 54 2
2 55 3
2 56 1
2 57 5
2 58 4
2 59 2
2 60 2
2 61 1
2 62 3
2 63 5
2 64 5
2 65 2
2 66 5
2 67 3
2 68 4
2 69 4
2 70 4
2 71 5
2 72 5
2 73 1
2 74 2
2 75 2
2 76 5
2 77 1
2 78 3
2 79 4
2 80 3
2 81 2
2 82 4
2 83 3
2 84 5
2 85 1
2 86 1
2 87 3
2 88 4
2 89 2
2 90 4
2 91 2
2 92 5
2 93 2
2 94 4
2 95 1
2 96 1
2 97 1
2 98 1
2 99 4
2 100 4
2 101 2
2 102 3
2 103 4
2 104 4
2 105 5
2 106 1
2 107 1
2 108 4
2 109 1
2 110 2
2 111 4
2 112 2
2 113 5
2 114 2
2 115 5
2 116 5
2 117 3
2 118 2
2 119 4
2 120 3
2 121 3
2 122 3
2 123 2
2 124 4
2 125 3
2 126 5
2 127 1
2 128 5
2 129 5
2 130 3
2 131 3
2 132 5
2 133 3
2 134 2
2 135 3
2 136 1
2 137 5
2 138 4
2 139 2
2 140 2
2 141 3
2 142 1
2 143 3
2 144 1
2 145 3
2 146 2
2 147 1
2 148 4
2 149 3
2 150 2
2 151 1
2 152 3
2 153 3
2 154 2
2 155 3
2 156 4
2 157 4
2 158 3
2 159 5
2 160 2
2 161 2
2 162 1
2 163 5
2 164 4
2 165 1
2 166 3
2 167 1
2 168 4
2 169 4
2 170 5
2 171 4
2 172 4
2 173 5
2 174 2
2 175 5
2 176 2
2 177 3
2 178 3
2 179 1
2 180 5
2 181 4
2 182 1
2 183 5
2 184 1
2 185 2
2 186 4
2 187 5
2 188 3
2 189 2
2 190 3
2 191 1
2 192 5
2 193 4
2 194 2
2 195 1
2 196 3
2 197 2
2 198 5
2 199 4
3 4 2
3 5 5
3 6 1
3 7 3
3 8 4
3 9 1
3 10 4
3 11 4
3 12 4
3 13 4
3 14 1
3 15 3
3 16 5
3 17 1
3 18 2
3 19 1
3 20 1
3 21 4
3 22 1
3 23 4
3 24 1
3 25 2
3 26 3
3 27 2
3 28 1
3 29 5
3 30 3
3 31 1
3 32 3
3 33 3
3 34 2
3 35 4
3 36 3
3 37 2
3 38 5
3 39 5
3 40 4
3 41 5
3 42 2
3 43 3
3 44 3
3 45 1
3 46 3
3 47 4
3 48 1
3 49 4
3 50 4
3 51 1
3 52 1
3 53 4
3 54 3
3 55 5
3 56 1
3 57 2
3 58 3
3 59 4
3 60 5
3 61 1
3 62 3
3 63 4
3 64 1
3 65 5
3 66 2
3 67 2
3 68 5
3 69 5
3 70 1
3 71 4
3 72 3
3 73 2
3 74 1
3 75 2
3 76 2
3 77 1
3 78 3
3 79 5
3 80 4
3 81 4
3 82 1
3 83 1
3 84 5
3 85 1
3 86 2
3 87 5
3 88 1
3 89 3
3 90 4
3 91 2
3 92 2
3 93 3
3 94 2
3 95 2
3 96 5
3 97 5
3 98 1
3 99 4
3 100 5
3 101 3
3 102 1
3 103 3
3 104 1
3 105 4
3 106 4
3 107 1
3 108 5
3 109 2
3 110 4
3 111 5
3 112 2
3 113 1
3 114 3
3 115 4
3 116 5
3 117 4
3 118 5
3 119 1
3 120 4
3 121 1
3 122 5
3 123 3
3 124 4
3 125 3
3 126 4
3 127 5
3 128 4
3 129 4
3 130 2
3 131 5
3 132 1
3 133 5
3 134 2
3 135 5
3 136 3
3 137 3
3 138 1
3 139 5
3 140 1
3 141 3
3 142 5
3 143 4
3 144 1
3 145 2
3 146 2
3 147 5
3 148 3
3 149 4
3 150 1
3 151 5
3 152 4
3 153 3
3 154 1
3 155 3
3 156 2
3 157 5
3 158 3
3 159 4
3 160 2
3 161 2
3 162 5
3 163 1
3 164 1
3 165 1
3 166 1
3 167 2
3 168 3
3 169 2
3 170 4
3 171 2
3 172 4
3 173 1
3 174 5
3 175 5
3 176 2
3 177 4
3 178 5
3 179 5
3 180 1
3 181 4
3 182 1
3 183 4
3 184 5
3 185 4
3 186 2
3 187 1
3 188 2
3 189 5
3 190 4
3 191 5
3 192 1
3 193 2
3 194 5
3 195 5
3 196 1
3 197 1
3 198 4
3 199 1
4 5 2
4 6 5
4 7 1
4 8 3
4 9 3
4 10 2
4 11 4
4 12 5
4 13 5
4 14 1
4 15 4
4 16 3
4 17 4
4 18 2
4 19 2
4 20 3
4 21 2
4 22 5
4 23 1
4 24 3
4 25 1
4 26 3
4 27 2
4 28 4
4 29 2
4 30 1
4 31 3
4 32 4
4 33 2
4 34 2
4 35 2
4 36 5
4 37 3
4 38 5
4 39 3
4 40 2
4 41 2
4 42 2
4 43 2
4 44 2
4 45 5
4 46 5
4 47 5
4 48 1
4 49 4
4 50 2
4 51 5
4 52 1
4 53 2
4 54 5
4 55 2
4 56 1
4 57 1
4 58 2
4 59 2
4 60 5
4 61 5
4 62 5
4 63 2
4 64 1
4 65 5
4 66 5
4 67 2
4 68 4
4 69 3
4 70 4
4 71 1
4 72 2
4 73 2
4 74 1
4 75 4
4 76 2
4 77 1
4 78 2
4 79 5
4 80 2
4 81 1
4 82 1
4 83 2
4 84 5
4 85 5
4 86 4
4 87 5
4 88 4
4 89 3
4 90 1
4 91 1
4 92 5
4 93 3
4 94 4
4 95 4
4 96 4
4 97 4
4 98 1
4 99 3
4 100 5
4 101 3
4 102 2
4 103 2
4 104 4
4 105 2
4 106 4
4 107 2
4 108 5
4 109 2
4 110 2
4 111 1
4 112 2
4 113 1
4 114 5
4 115 4
4 116 1
4 117 1
4 118 5
4 119 3
4 120 4
4 121 3
4 122 1
4 123 3
4 124 1
4 125 1
4 126 1
4 127 1
4 128 4
4 129 2
4 130 4
4 131 4
4 132 4
4 133 1
4 134 2
4 135 1
4 136 2
4 137 4
4 138 1
4 139 1
4 140 5
4 141 5
4 142 5
4 143 2
4 144 4
4 145 5
4 146 4
4 147 5
4 148 4
4 149 5
4 150 5
4 151 3
4 152 3
4 153 2
4 154 1
4 155 1
4 156 5
4 157 4
4 158 4
4 159 5
4 160 2
4 161 4
4 162 4
4 163 5
4 164 4
4 165 1
4 166 5
4 167 3
4 168 3
4 169 4
4 170 1
4 171 4
4 172 3
4 173 2
4 174 1
4 175 1
4 176 5
4 177 2
4 178 3
4 179 1
4 180 3
4 181 2
4 182 2
4 183 2
4 184 1
4 185 1
4 186 3
4 187 5
4 188 3
4 189 1
4 190 1
4 191 3
4 192 1
4 193 1
4 194 5
4 195 3
4 196 4
4 197 5
4 198 5
4 199 3
5 6 3
5 7 5
5 8 5
5 9 4
5 10 4
5 11 1
5 12 3
5 13 3
5 14 3
5 15 5
5 16 4
5 17 3
5 18 3
5 19 2
5 20 5
5 21 4
5 22 2
5 23 2
5 24 5
5 25 3
5 26 1
5 27 4
5 28 1
5 29 4
5 30 4
5 31 2
5 32 5
5 33 3
5 34 4
5 35 2
5 36 4
5 37 4
5 38 2
5 39 3
5 40 3
5 41 3
5 42 5
5 43 3
5 44 1
5 45 4
5 46 4
5 47 5
5 48 5
5 49 3
5 50 4
5 51 1
5 52 2
5 53 5
5 54 2
5 55 5
5 56 3
5 57 1
5 58 1
5 59 4
5 60 2
5 61 2
5 62 5
5 63 3
5 64 5
5 65 2
5 66 2
5 67 2
5 68 3
5 69 5
5 70 2
5 71 3
5 72 1
5 73 3
5 74 4
5 75 1
5 76 3
5 77 5
5 78 5
5 79 2
5 80 4
5 81 2
5 82 3
5 83 2
5 84 3
5 85 5
5 86 1
5 87 5
5 88 2
5 89 3
5 90 1
5 91 4
5 92 1
5 93 3
5 94 5
5 95 4
5 96 1
5 97 3
5 98 1
5 99 2
5 100 2
5 101 4
5 102 1
5 103 2
5 104 2
5 105 2
5 106 4
5 107 1
5 108 2
5 109 4
5 110 1
5 111 3
5 112 2
5 113 3
5 114 1
5 115 5
5 116 2
5 117 2
5 118 1
5 119 5
5 120 3
5 121 2
5 122 3
5 123 2
5 124 1
5 125 5
5 126 5
5 127 4
5 128 5
5 129 4
5 130 4
5 131 4
5 132 1
5 133 4
5 134 1
5 135 1
5 136 5
5 137 5
5 138 4
5 139 4
5 140 4
5 141 3
5 142 2
5 143 4
5 144 4
5 145 4
5 146 1
5 147 5
5 148 1
5 149 5
5 150 2
5 151 1
5 152 5
5 153 2
5 154 3
5 155 5
5 156 3
5 157 3
5 158 2
5 159 1
5 160 3
5 161 3
5 162 4
5 163 2
5 164 1
5 165 1
5 166 5
5 167 2
5 168 2
5 169 4
5 170 1
5 171 5
5 172 5
5 173 3
5 174 4
5 175 4
5 176 2
5 177 5
5 178 1
5 179 1
5 180 1
5 181 2
5 182 1
5 183 2
5 184 3
5 185 5
5 186 2
5 187 1
5 188 2
5 189 4
5 190 2
5 191 4
5 192 4
5 193 5
5 194 1
5 195 1
5 196 1
5 197 5
5 198 2
5 199 3
6 7 3
6 8 1
6 9 2
6 10 3
6 11 2
6 12 3
6 13 4
6 14 5
6 15 3
6 16 5
6 17 5
6 18 2
6 19 5
6 20 1
6 21 3
6 22 5
6 23 4
6 24 1
6 25 5
6 26 3
6 27 4
6 28 4
6 29 4
6 30 5
6 31 2
6 32 4
6 33 4
6 34 5
6 35 1
6 36 2
6 37 3
6 38 5
6 39 2
6 40 4
6 41 4
6 42 1
6 43 1
6 44 2
6 45 5
6 46 2
6 47 5
6 48 1
6 49 1
6 50 1
6 51 4
6 52 5
6 53 1
6 54 5
6 55 4
6 56 2
6 57 3
6 58 5
6 59 5
6 60 1
6 61 2
6 62 4
6 63 3
6 64 5
6 65 1
6 66 4
6 67 1
6 68 1
6 69 1
6 70 1
6 71 1
6 72 2
6 73 2
6 74 2
6 75 1
6 76 1
6 77 5
6 78 3
6 79 3
6 80 1
6 81 1
6 82 4
6 83 1
6 84 1
6 85 2
6 86 4
6 87 3
6 88 2
6 89 5
6 90 5
6 91 1
6 92 3
6 93 5
6 94 4
6 95 1
6 96 1
6 97 5
6 98 4
6 99 3
6 100 2
6 101 1
6 102 4
6 103 1
6 104 2
6 105 4
6 106 4
6 107 1
6 108 1
6 109 3
6 110 3
6 111 3
6 112 5
6 113 1
6 114 4
6 115 1
6 116 5
6 117 3
6 118 1
6 119 3
6 120 2
6 121 1
6 122 3
6 123 5
6 124 2
6 125 1
6 126 2
6 127 4
6 128 1
6 129 3
6 130 5
6 131 2
6 132 2
6 133 3
6 134 1
6 135 5
6 136 5
6 137 5
6 138 4
6 139 1
6 140 3
6 141 1
6 142 5
6 143 3
6 144 5
6 145 2
6 146 3
6 147 2
6 148 1
6 149 2
6 150 5
6 151 2
6 152 3
6 153 3
6 154 1
6 155 4
6 156 5
6 157 4
6 158 1
6 159 4
6 160 2
6 161 1
6 162 1
6 163 4
6 164 1
6 165 3
6 166 2
6 167 3
6 168 2
6 169 5
6 170 4
6 171 2
6 172 1
6 173 4
6 174 5
6 175 1
6 176 4
6 177 3
6 178 4
6 179 5
6 180 2
6 181 2
6 182 5
6 183 2
6 184 2
6 185 1
6 186 3
6 187 2
6 188 1
6 189 5
6 190 5
6 191 2
6 192 1
6 193 2
6 194 2
6 195 5
6 196 3
6 197 3
6 198 2
6 199 1
7 8 2
7 9 1
7 10 2
7 11 2
7 12 3
7 13 1
7 14 2
7 15 4
7 16 1
7 17 1
7 18 1
7 19 4
7 20 1
7 21 5
7 22 1
7 23 1
7 24 3
7 25 1
7 26 1
7 27 3
7 28 5
7 29 2
7 30 4
7 31 4
7 32 3
7 33 2
7 34 5
7 35 3
7 36 2
7 37 4
7 38 2
7 39 3
7 40 5
7 41 3
7 42 4
7 43 3
7 44 1
7 45 2
7 46 5
7 47 3
7 48 4
7 49 5
7 50 2
7 51 5
7 52 1
7 53 5
7 54 3
7 55 4
7 56 2
7 57 3
7 58 1
7 59 1
7 60 3
7 61 2
7 62 1
7 63 4
7 64 5
7 65 4
7 66 1
7 67 3
7 68 1
7 69 1
7 70 1
7 71 4
7 72 1
7 73 5
7 74 5
7 75 1
7 76 5
7 77 4
7 78 2
7 79 2
7 80 2
7 81 4
7 82 4
7 83 2
7 84 3
7 85 5
7 86 2
7 87 1
7 88 5
7 89 1
7 90 2
7 91 2
7 92 2
7 93 3
7 94 2
7 95 1
7 96 5
7 97 3
7 98 3
7 99 5
7 100 2
7 101 3
7 102 5
7 103 3
7 104 2
7 105 1
7 106 5
7 107 3
7 108 5
7 109 5
7 110 5
7 111 4
7 112 2
7 113 5
7 114 1
7 115 3
7 116 5
7 117 3
7 118 5
7 119 3
7 120 5
7 121 5
7 122 5
7 123 1
7 124 2
7 125 2
7 126 3
7 127 3
7 128 2
7 129 2
7 130 1
7 131 5
7 132 1
7 133 5
7 134 2
7 135 4
7 136 1
7 137 5
7 138 3
7 139 5
7 140 3
7 141 2
7 142 1
7 143 1
7 144 2
7 145 1
7 146 2
7 147 1
7 148 1
7 149 1
7 150 1
7 151 5
7 152 5
7 153 1
7 154 1
7 155 3
7 156 5
7 157 1
7 158 4
7 159 5
7 160 3
7 161 4
7 162 3
7 163 1
7 164 3
7 165 2
7 166 5
7 167 3
7 168 1
7 169 4
7 170 3
7 171 1
7 172 3
7 173 2
7 174 2
7 175 2
7 176 1
7 177 4
7 178 4
7 179 5
7 180 1
7 181 2
7 182 5
7 183 5
7 184 2
7 185 4
7 186 1
7 187 2
7 188 5
7 189 5
7 190 1
7 191 4
7 192 3
7 193 2
7 194 3
7 195 5
7 196 3
7 197 2
7 198 1
7 199 1
8 9 3
8 10 1
8 11 5
8 12 1
8 13 4
8 14 4
8 15 2
8 16 1
8 17 5
8 18 5
8 19 5
8 20 4
8 21 1
8 22 2
8 23 2
8 24 1
8 25 2
8 26 5
8 27 2
8 28 1
8 29 1
8 30 2
8 31 2
8 32 2
8 33 2
8 34 5
8 35 4
8 36 3
8 37 4
8 38 4
8 39 2
8 40 1
8 41 1
8 42 5
8 43 1
8 44 2
8 45 2
8 46 5
8 47 4
8 48 3
8 49 2
8 50 2
8 51 1
8 52 2
8 53 3
8 54 4
8 55 5
8 56 5
8 57 5
8 58 4
8 59 3
8 60 5
8 61 3
8 62 2
8 63 2
8 64 2
8 65 5
8 66 1
8 67 4
8 68 5
8 69 2
8 70 3
8 71 4
8 72 5
8 73 1
8 74 3
8 75 5
8 76 4
8 77 1
8 78 1
8 79 1
8 80 4
8 81 5
8 82 2
8 83 3
8 84 2
8 85 5
8 86 2
8 87 3
8 88 4
8 89 4
8 90 4
8 91 2
8 92 4
8 93 2
8 94 4
8 95 5
8 96 3
8 97 3
8 98 2
8 99 2
8 100 5
8 101 1
8 102 3
8 103 5
8 104 3
8 105 2
8 106 3
8 107 2
8 108 1
8 109 1
8 110 2
8 111 4
8 112 1
8 113 2
8 114 4
8 115 5
8 116 4
8 117 3
8 118 4
8 119 1
8 120 5
8 121 1
8 122 2
8 123 2
8 124 4
8 125 4
8 126 5
8 127 2
8 128 5
8 129 5
8 130 3
8 131 3
8 132 4
8 133 1
8 134 1
8 135 3
8 136 1
8 137 5
8 138 2
8 139 2
8 140 3
8 141 1
8 142 3
8 143 4
8 144 5
8 145 5
8 146 1
8 147 3
8 148 3
8 149 3
8 150 1
8 151 5
8 152 3
8 153 4
8 154 4
8 155 5
8 156 1
8 157 3
8 158 1
8 159 5
8 160 3
8 161 5
8 162 1
8 163 1
8 164 1
8 165 2
8 166 5
8 167 2
8 168 5
8 169 2
8 170 2
8 171 3
8 172 4
8 173 2
8 174 5
8 175 3
8 176 3
8 177 1
8 178 5
8 179 5
8 180 5
8 181 1
8 182 4
8 183 1
8 184 5
8 185 5
8 186 2
8 187 2
8 188 5
8 189 5
8 190 5
8 191 2
8 192 1
8 193 2
8 194 4
8 195 2
8 196 5
8 197 5
8 198 3
8 199 5
9 10 2
9 11 5
9 12 4
9 13 2
9 14 4
9 15 5
9 16 2
9 17 2
9 18 1
9 19 3
9 20 2
9 21 5
9 22 4
9 23 5
9 24 4
9 25 4
9 26 2
9 27 1
9 28 1
9 29 2
9 30 4
9 31 5
9 32 5
9 33 4
9 34 5
9 35 5
9 36 3
9 37 5
9 38 3
9 39 4
9 40 2
9 41 2
9 42 3
9 43 3
9 44 2
9 45 4
9 46 1
9 47 3
9 48 2
9 49 5
9 50 1
9 51 4
9 52 3
9 53 5
9 54 5
9 55 3
9 56 3
9 57 2
9 58 1
9 59 3
9 60 1
9 61 5
9 62 4
9 63 4
9 64 3
9 65 1
9 66 4
9 67 4
9 68 5
9 69 5
9 70 1
9 71 3
9 72 1
9 73 1
9 74 5
9 75 2
9 76 3
9 77 1
9 78 1
9 79 3
9 80 2
9 81 2
9 82 1
9 83 4
9 84 2
9 85 4
9 86 1
9 87 5
9 88 5
9 89 1
9 90 2
9 91 3
9 92 5
9 93 1
9 94 5
9 95 5
9 96 1
9 97 5
9 98 1
9 99 3
9 100 2
9 101 2
9 102 5
9 103 4
9 104 1
9 105 3
9 106 3
9 107 5
9 108 3
9 109 2
9 110 5
9 111 2
9 112 3
9 113 1
9 114 1
9 115 3
9 116 3
9 117 3
9 118 3
9 119 5
9 120 2
9 121 1
9 122 2
9 123 5
9 124 1
9 125 5
9 126 3
9 127 4
9 128 4
9 129 4
9 130 2
9 131 4
9 132 2
9 133 3
9 134 4
9 135 1
9 136 5
9 137 1
9 138 4
9 139 2
9 140 1
9 141 1
9 142 3
9 143 1
9 144 1
9 145 4
9 146 1
9 147 5
9 148 5
9 149 4
9 150 4
9 151 4
9 152 5
9 153 5
9 154 3
9 155 2
9 156 5
9 157 3
9 158 3
9 159 5
9 160 5
9 161 2
9 162 5
9 163 2
9 164 2
9 165 4
9 166 3
9 167 5
9 168 2
9 169 2
9 170 4
9 171 4
9 172 4
9 173 2
9 174 5
9 175 5
9 176 2
9 177 1
9 178 5
9 179 1
9 180 3
9 181 2
9 182 3
9 183 2
9 184 3
9 185 3
9 186 5
9 187 3
9 188 5
9 189 3
9 190 4
9 191 5
9 192 1
9 193 5
9 194 5
9 195 2
9 196 3
9 197 3
9 198 5
9 199 5
10 11 4
10 12 4
10 13 4
10 14 1
10 15 4
10 16 1
10 17 5
10 18 1
10 19 2
10 20 3
10 21 2
10 22 3
10 23 2
10 24 4
10 25 3
10 26 2
10 27 4
10 28 1
10 29 5
10 30 5
10 31 3
10 32 5
10 33 5
10 34 4
10 35 3
10 36 3
10 37 2
10 38 1
10 39 3
10 40 2
10 41 1
10 42 1
10 43 2
10 44 4
10 45 3
10 46 3
10 47 3
10 48 3
10 49 3
10 50 3
10 51 5
10 52 2
10 53 1
10 54 4
10 55 4
10 56 1
10 57 5
10 58 4
10 59 1
10 60 4
10 61 4
10 62 3
10 63 4
10 64 2
10 65 3
10 66 5
10 67 3
10 68 1
10 69 5
10 70 3
10 71 2
10 72 5
10 73 4
10 74 1
10 75 3
10 76 1
10 77 5
10 78 2
10 79 2
10 80 5
10 81 2
10 82 4
10 83 3
10 84 5
10 85 1
10 86 2
10 87 2
10 88 1
10 89 3
10 90 5
10 91 3
10 92 1
10 93 2
10 94 5
10 95 5
10 96 1
10 97 4
10 98 5
10 99 1
10 100 2
10 101 3
10 102 2
10 103 5
10 104 5
10 105 3
10 106 5
10 107 2
10 108 2
10 109 1
10 110 1
10 111 1
10 112 2
10 113 5
10 114 4
10 115 4
10 116 2
10 117 5
10 118 3
10 119 1
10 120 3
10 121 1
10 122 4
10 123 1
10 124 1
10 125 2
10 126 3
10 127 2
10 128 2
10 129 3
10 130 5
10 131 2
10 132 5
10 133 1
10 134 5
10 135 1
10 136 1
10 137 1
10 138 4
10 139 3
10 140 4
10 141 5
10 142 3
10 143 2
10 144 2
10 145 2
10 146 2
10 147 1
10 148 1
10 149 2
10 150 4
10 151 3
10 152 3
10 153 1
10 154 5
10 155 4
10 156 2
10 157 5
10 158 5
10 159 4
10 160 3
10 161 1
10 162 2
10 163 4
10 164 5
10 165 4
10 166 3
10 167 2
10 168 4
10 169 4
10 170 1
10 171 1
10 172 4
10 173 4
10 174 3
10 175 2
10 176 5
10 177 2
10 178 2
10 179 3
10 180 1
10 181 4
10 182 2
10 183 4
10 184 2
10 185 5
10 186 4
10 187 4
10 188 4
10 189 2
10 190 3
10 191 2
10 192 3
10 193 5
10 194 2
10 195 3
10 196 1
10 197 3
10 198 5
10 199 5
11 12 4
11 13 1
11 14 2
11 15 1
11 16 5
11 17 3
11 18 2
11 19 1
11 20 5
11 21 5
11 22 1
11 23 4
11 24 3
11 25 4
11 26 3
11 27 5
11 28 4
11 29 3
11 30 5
11 31 1
11 32 5
11 33 5
11 34 1
11 35 5
11 36 3
11 37 3
11 38 5
11 39 1
11 40 5
11 41 1
11 42 2
11 43 4
11 44 2
11 45 5
11 46 4
11 47 3
11 48 1
11 49 1
11 50 3
11 51 3
11 52 4
11 53 5
11 54 2
11 55 2
11 56 2
11 57 5
11 58 1
11 59 1
11 60 2
11 61 4
11 62 1
11 63 4
11 64 5
11 65 5
11 66 2
11 67 4
11 68 5
11 69 1
11 70 5
11 71 2
11 72 3
11 73 1
11 74 4
11 75 5
11 76 2
11 77 1
11 78 2
11 79 1
11 80 2
11 81 1
11 82 5
11 83 1
11 84 2
11 85 2
11 86 3
11 87 4
11 88 4
11 89 2
11 90 4
11 91 3
11 92 4
11 93 1
11 94 5
11 95 5
11 96 1
11 97 2
11 98 4
11 99 1
11 100 4
11 101 4
11 102 5
11 103 1
11 104 2
11 105 5
11 106 3
11 107 5
11 108 4
11 109 5
11 110 4
11 111 4
11 112 3
11 113 5
11 114 1
11 115 2
11 116 2
11 117 3
11 118 2
11 119 5
11 120 2
11 121 2
11 122 5
11 123 1
11 124 4
11 125 1
11 126 3
11 127 3
11 128 2
11 129 5
11 130 3
11 131 3
11 132 2
11 133 5
11 134 1
11 135 1
11 136 3
11 137 5
11 138 3
11 139 2
11 140 1
11 141 2
11 142 2
11 143 1
11 144 3
11 145 2
11 146 2
11 147 2
11 148 3
11 149 2
11 150 5
11 151 5
11 152 5
11 153 4
11 154 3
11 155 3
11 156 5
11 157 1
11 158 4
11 159 1
11 160 4
11 161 4
11 162 4
11 163 5
11 164 5
11 165 4
11 166 2
11 167 1
11 168 4
11 169 3
11 170 1
11 171 2
11 172 2
11 173 5
11 174 5
11 175 2
11 176 2
11 177 1
11 178 2
11 179 5
11 180 2
11 181 1
11 182 4
11 183 5
11 184 3
11 185 5
11 186 2
11 187 4
11 188 3
11 189 2
11 190 1
11 191 1
11 192 1
11 193 3
11 194 4
11 195 5
11 196 4
11 197 2
11 198 5
11 199 2
12 13 1
12 14 5
12 15 2
12 16 5
12 17 4
12 18 3
12 19 5
12 20 5
12 21 3
12 22 3
12 23 2
12 24 1
12 25 5
12 26 2
12 27 1
12 28 5
12 29 4
12 30 3
12 31 5
12 32 3
12 33 5
12 34 2
12 35 2
12 36 3
12 37 1
12 38 4
12 39 2
12 40 3
12 41 2
12 42 5
12 43 2
12 44 5
12 45 4
12 46 1
12 47 3
12 48 5
12 49 1
12 50 4
12 51 4
12 52 2
12 53 4
12 54 2
12 55 1
12 56 5
12 57 5
12 58 1
12 59 1
12 60 4
12 61 2
12 62 3
12 63 2
12 64 4
12 65 1
12 66 3
12 67 3
12 68 3
12 69 5
12 70 3
12 71 1
12 72 3
12 73 3
12 74 1
12 75 3
12 76 1
12 77 2
12 78 4
12 79 4
12 80 1
12 81 1
12 82 5
12 83 3
12 84 1
12 85 1
12 86 5
12 87 4
12 88 4
12 89 2
12 90 4
12 91 1
12 92 2
12 93 1
12 94 4
12 95 3
12 96 2
12 97 3
12 98 3
12 99 1
12 100 3
12 101 3
12 102 5
12 103 4
12 104 2
12 105 5
12 106 1
12 107 3
12 108 5
12 109 3
12 110 4
12 111 4
12 112 5
12 113 2
12 114 4
12 115 5
12 116 3
12 117 4
12 118 3
12 119 2
12 120 2
12 121 5
12 122 4
12 123 5
12 124 2
12 125 3
12 126 3
12 127 2
12 128 3
12 129 4
12 130 5
12 131 2
12 132 1
12 133 2
12 134 1
12 135 1
12 136 1
12 137 3
12 138 5
12 139 2
12 140 3
12 141 2
12 142 4
12 143 4
12 144 4
12 145 3
12 146 1
12 147 2
12 148 2
12 149 4
12 150 2
12 151 1
12 152 2
12 153 4
12 154 3
12 155 2
12 156 1
12 157 2
12 158 4
12 159 2
12 160 4
12 161 1
12 162 3
12 163 1
12 164 2
12 165 5
12 166 1
12 167 1
12 168 3
12 169 4
12 170 5
12 171 3
12 172 1
12 173 4
12 174 1
12 175 4
12 176 3
12 177 2
12 178 1
12 179 3
12 180 5
12 181 4
12 182 2
12 183 1
12 184 3
12 185 3
12 186 1
12 187 1
12 188 1
12 189 5
12 190 2
12 191 2
12 192 4
12 193 4
12 194 5
12 195 1
12 196 1
12 197 2
12 198 4
12 199 2
13 14 3
13 15 4
13 16 3
13 17 3
13 18 4
13 19 2
13 20 5
13 21 4
13 22 1
13 23 5
13 24 1
13 25 4
13 26 2
13 27 3
13 28 2
13 29 2
13 30 1
13 31 2
13 32 3
13 33 2
13 34 3
