400 79800
2 8 5
2 9 4
2 10 3
2 11 2
2 12 3
2 13 2
2 14 5
2 15 4
2 16 3
2 17 4
2 18 5
2 19 5
2 20 5
2 21 1
2 22 1
2 23 3
2 24 2
2 25 3
2 26 5
2 27 4
2 28 2
2 29 3
2 30 5
2 31 5
2 32 3
2 33 5
2 34 4
2 35 2
2 36 3
2 37 5
2 38 4
2 39 5
2 40 1
2 41 5
2 42 5
2 43 2
2 44 4
2 45 5
2 46 4
2 47 2
2 48 2
2 49 2
2 50 1
2 51 5
2 52 5
2 53 3
2 54 1
2 55 5
2 56 1
2 57 5
2 58 3
2 59 3
2 60 5
2 61 5
2 62 1
2 63 2
2 64 1
2 65 3
2 66 1
2 67 1
2 68 4
2 69 2
2 70 1
2 71 4
2 72 2
2 73 1
2 74 2
2 75 5
2 76 3
2 77 1
2 78 5
2 79 5
2 80 5
2 81 4
2 82 2
2 83 4
2 84 1
2 85 2
2 86 1
2 87 5
2 88 1
2 89 4
2 90 3
2 91 4
2 92 2
2 93 4
2 94 3
2 95 1
2 96 3
2 97 2
2 98 1
2 99 3
2 100 2
2 101 1
2 102 1
2 103 4
2 104 4
2 105 1
2 106 3
2 107 3
2 108 5
2 109 1
2 110 5
2 111 5
2 112 1
2 113 5
2 114 4
2 115 4
2 116 4
2 117 1
2 118 1
2 119 2
2 120 1
2 121 3
2 122 1
2 123 3
2 124 5
2 125 2
2 126 2
2 127 3
2 128 2
2 129 2
2 130 2
2 131 2
2 132 3
2 133 2
2 134 4
2 135 4
2 136 4
2 137 4
2 138 1
2 139 3
2 140 4
2 141 5
2 142 4
2 143 3
2 144 2
2 145 3
2 146 5
2 147 5
2 148 4
2 149 2
2 150 4
2 151 4
2 152 1
2 153 2
2 154 1
2 155 3
2 156 3
2 157 3
2 158 3
2 159 4
2 160 5
2 161 1
2 162 5
2 163 3
2 164 2
2 165 1
2 166 3
2 167 4
2 168 2
2 169 5
2 170 5
2 171 5
2 172 1
2 173 3
2 174 2
2 175 5
2 176 5
2 177 3
2 178 3
2 179 4
2 180 2
2 181 3
2 182 1
2 183 2
2 184 5
2 185 4
2 186 3
2 187 3
2 188 5
2 189 3
2 190 1
2 191 1
2 192 3
2 193 1
2 194 2
2 195 1
2 196 2
2 197 1
2 198 3
2 199 2
3 4 2
3 5 2
3 6 1
3 7 4
3 8 3
3 9 1
3 10 1
3 11 2
3 12 4
3 13 4
3 14 5
3 15 3
3 16 5
3 17 2
3 18 3
3 19 5
3 20 4
3 21 2
3 22 5
3 23 4
3 24 4
3 25 2
3 26 1
3 27 4
3 28 3
3 29 5
3 30 1
3 31 2
3 32 5
3 33 2
3 34 5
3 35 2
3 36 4
3 37 2
3 38 4
3 39 3
3 40 2
3 41 1
3 42 3
3 43 4
3 44 2
3 45 1
3 46 5
3 47 4
3 48 1
3 49 2
3 50 5
3 51 5
3 52 5
3 53 1
3 54 2
3 55 5
3 56 1
3 57 3
3 58 4
3 59 2
3 60 3
3 61 5
3 62 3
3 63 2
3 64 5
3 65 5
3 66 4
3 67 4
3 68 4
3 69 1
3 70 3
3 71 1
3 72 5
3 73 4
3 74 1
3 75 2
3 76 3
3 77 1
3 78 4
3 79 2
3 80 1
3 81 5
3 82 2
3 83 3
3 84 3
3 85 2
3 86 1
3 87 5
3 88 5
3 89 2
3 90 1
3 91 2
3 92 3
3 93 4
3 94 4
3 95 4
3 96 4
3 97 2
3 98 3
3 99 5
3 100 1
3 101 4
3 102 1
3 103 3
3 104 1
3 105 4
3 106 1
3 107 4
3 108 2
3 109 4
3 110 3
3 111 2
3 112 3
3 113 3
3 114 4
3 115 5
3 116 4
3 117 5
3 118 1
3 119 2
3 120 5
3 121 3
3 122 3
3 123 5
3 124 4
3 125 4
3 126 1
3 127 4
3 128 2
3 129 4
3 130 3
3 131 3
3 132 5
3 133 5
3 134 3
3 135 4
3 136 3
3 137 1
3 138 3
3 139 3
3 140 5
3 141 5
3 142 5
3 143 4
3 144 5
3 145 3
3 146 2
3 147 3
3 148 4
3 149 4
3 150 1
3 151 1
3 152 5
3 153 2
3 154 1
3 155 2
3 156 2
3 157 2
3 158 1
3 159 4
3 160 1
3 161 4
3 162 4
3 163 5
3 164 3
3 165 5
3 166 5
3 167 4
3 168 5
3 169 3
3 170 5
3 171 5
3 172 3
3 173 3
3 174 4
3 175 5
3 176 1
3 177 4
3 178 4
3 179 2
3 180 2
3 181 3
3 182 3
3 183 5
3 184 5
3 185 3
3 186 2
3 187 4
3 188 5
3 189 5
3 190 2
3 191 3
3 192 1
3 193 5
3 194 2
3 195 3
3 196 1
3 197 1
3 198 2
3 199 4
4 5 4
4 6 1
4 7 2
4 8 2
4 9 4
4 10 5
4 11 1
4 12 5
4 13 4
4 14 5
4 15 2
4 16 4
4 17 5
4 18 5
4 19 4
4 20 1
4 21 3
4 22 4
4 23 4
4 24 4
4 25 5
4 26 3
4 27 3
4 28 3
4 29 3
4 30 4
4 31 5
4 32 5
4 33 5
4 34 4
4 35 3
4 36 5
4 37 5
4 38 3
4 39 4
4 40 5
4 41 5
4 42 5
4 43 5
4 44 2
4 45 1
4 46 4
4 47 5
4 48 5
4 49 1
4 50 2
4 51 5
4 52 3
4 53 4
4 54 3
4 55 1
4 56 1
4 57 2
4 58 5
4 59 5
4 60 1
4 61 5
4 62 2
4 63 4
4 64 5
4 65 3
4 66 2
4 67 1
4 68 3
4 69 1
4 70 5
4 71 3
4 72 3
4 73 5
4 74 1
4 75 1
4 76 1
4 77 5
4 78 1
4 79 1
4 80 1
4 81 2
4 82 2
4 83 4
4 84 4
4 85 4
4 86 4
4 87 2
4 88 3
4 89 3
4 90 1
4 91 4
4 92 4
4 93 2
4 94 2
4 95 1
4 96 4
4 97 3
4 98 2
4 99 5
4 100 1
4 101 4
4 102 3
4 103 2
4 104 1
4 105 3
4 106 4
4 107 4
4 108 2
4 109 3
4 110 4
4 111 2
4 112 4
4 113 3
4 114 4
4 115 5
4 116 4
4 117 4
4 118 2
4 119 1
4 120 4
4 121 3
4 122 3
4 123 1
4 124 2
4 125 4
4 126 1
4 127 2
4 128 4
4 129 3
4 130 3
4 131 2
4 132 4
4 133 4
4 134 4
4 135 5
4 136 5
4 137 5
4 138 2
4 139 5
4 140 5
4 141 4
4 142 1
4 143 4
4 144 1
4 145 5
4 146 2
4 147 1
4 148 5
4 149 1
4 150 4
4 151 5
4 152 2
4 153 5
4 154 3
4 155 1
4 156 5
4 157 5
4 158 2
4 159 2
4 160 3
4 161 1
4 162 2
4 163 3
4 164 4
4 165 1
4 166 4
4 167 5
4 168 5
4 169 2
4 170 5
4 171 5
4 172 5
4 173 5
4 174 4
4 175 1
4 176 5
4 177 5
4 178 3
4 179 2
4 180 4
4 181 5
4 182 4
4 183 5
4 184 3
4 185 3
4 186 1
4 187 4
4 188 2
4 189 1
4 190 5
4 191 3
4 192 4
4 193 1
4 194 5
4 195 2
4 196 2
4 197 2
4 198 3
4 199 5
5 6 5
5 7 5
5 8 5
5 9 3
5 10 3
5 11 2
5 12 1
5 13 1
5 14 1
5 15 2
5 16 5
5 17 3
5 18 2
5 19 4
5 20 3
5 21 5
5 22 3
5 23 5
5 24 5
5 25 5
5 26 5
5 27 3
5 28 3
5 29 3
5 30 3
5 31 5
5 32 1
5 33 3
5 34 3
5 35 1
5 36 3
5 37 2
5 38 1
5 39 2
5 40 3
5 41 4
5 42 4
5 43 1
5 44 4
5 45 2
5 46 1
5 47 2
5 48 2
5 49 5
5 50 4
5 51 3
5 52 3
5 53 1
5 54 3
5 55 4
5 56 4
5 57 4
5 58 1
5 59 1
5 60 5
5 61 2
5 62 3
5 63 1
5 64 1
5 65 4
5 66 5
5 67 2
5 68 3
5 69 5
5 70 3
5 71 1
5 72 1
5 73 5
5 74 4
5 75 5
5 76 2
5 77 4
5 78 2
5 79 4
5 80 5
5 81 5
5 82 1
5 83 3
5 84 5
5 85 2
5 86 4
5 87 3
5 88 3
5 89 3
5 90 2
5 91 1
5 92 1
5 93 5
5 94 5
5 95 2
5 96 5
5 97 2
5 98 4
5 99 1
5 100 2
5 101 2
5 102 3
5 103 2
5 104 4
5 105 3
5 106 1
5 107 4
5 108 2
5 109 2
5 110 3
5 111 1
5 112 5
5 113 3
5 114 5
5 115 5
5 116 5
5 117 2
5 118 2
5 119 3
5 120 1
5 121 2
5 122 3
5 123 3
5 124 2
5 125 2
5 126 1
5 127 1
5 128 5
5 129 2
5 130 2
5 131 4
5 132 4
5 133 4
5 134 5
5 135 1
5 136 5
5 137 3
5 138 5
5 139 1
5 140 2
5 141 4
5 142 3
5 143 1
5 144 4
5 145 4
5 146 1
5 147 5
5 148 2
5 149 3
5 150 3
5 151 3
5 152 2
5 153 4
5 154 2
5 155 1
5 156 1
5 157 1
5 158 5
5 159 4
5 160 3
5 161 1
5 162 5
5 163 4
5 164 4
5 165 3
5 166 5
5 167 3
5 168 2
5 169 5
5 170 2
5 171 2
5 172 2
5 173 3
5 174 2
5 175 5
5 176 4
5 177 3
5 178 3
5 179 5
5 180 1
5 181 3
5 182 2
5 183 4
5 184 3
5 185 4
5 186 2
5 187 3
5 188 4
5 189 4
5 190 4
5 191 5
5 192 1
5 193 1
5 194 3
5 195 1
5 196 4
5 197 3
5 198 2
5 199 5
6 7 3
6 8 5
6 9 1
6 10 1
6 11 3
6 12 1
6 13 2
6 14 3
6 15 4
6 16 1
6 17 2
6 18 3
6 19 2
6 20 3
6 21 2
6 22 4
6 23 5
6 24 2
6 25 4
6 26 3
6 27 5
6 28 1
6 29 4
6 30 3
6 31 2
6 32 5
6 33 3
6 34 1
6 35 5
6 36 5
6 37 3
6 38 3
6 39 4
6 40 4
6 41 2
6 42 5
6 43 5
6 44 2
6 45 4
6 46 1
6 47 5
6 48 4
6 49 4
6 50 3
6 51 4
6 52 1
6 53 5
6 54 5
6 55 5
6 56 3
6 57 4
6 58 4
6 59 2
6 60 5
6 61 1
6 62 3
6 63 3
6 64 1
6 65 4
6 66 5
6 67 1
6 68 2
6 69 4
6 70 4
6 71 1
6 72 4
6 73 1
6 74 4
6 75 5
6 76 1
6 77 5
6 78 5
6 79 1
6 80 5
6 81 3
6 82 3
6 83 4
6 84 3
6 85 4
6 86 3
6 87 1
6 88 2
6 89 2
6 90 5
6 91 4
6 92 3
6 93 5
6 94 4
6 95 3
6 96 3
6 97 5
6 98 2
6 99 5
6 100 5
6 101 4
6 102 4
6 103 1
6 104 2
6 105 1
6 106 2
6 107 4
6 108 4
6 109 4
6 110 1
6 111 1
6 112 2
6 113 2
6 114 2
6 115 5
6 116 4
6 117 4
6 118 4
6 119 5
6 120 1
6 121 5
6 122 3
6 123 2
6 124 2
6 125 5
6 126 5
6 127 2
6 128 5
6 129 1
6 130 1
6 131 3
6 132 1
6 133 2
6 134 3
6 135 2
6 136 3
6 137 2
6 138 3
6 139 4
6 140 5
6 141 1
6 142 4
6 143 4
6 144 5
6 145 3
6 146 4
6 147 4
6 148 4
6 149 2
6 150 1
6 151 3
6 152 4
6 153 1
6 154 3
6 155 5
6 156 4
6 157 5
6 158 2
6 159 1
6 160 3
6 161 2
6 162 4
6 163 2
6 164 2
6 165 1
6 166 4
6 167 3
6 168 2
6 169 1
6 170 2
6 171 3
6 172 2
6 173 3
6 174 2
6 175 1
6 176 3
6 177 1
6 178 4
6 179 2
6 180 1
6 181 2
6 182 2
6 183 2
6 184 5
6 185 3
6 186 4
6 187 3
6 188 3
6 189 5
6 190 3
6 191 5
6 192 3
6 193 4
6 194 5
6 195 1
6 196 2
6 197 2
6 198 3
6 199 5
7 8 3
7 9 3
7 10 4
7 11 2
7 12 2
7 13 1
7 14 5
7 15 4
7 16 1
7 17 5
7 18 3
7 19 4
7 20 1
7 21 1
7 22 5
7 23 4
7 24 1
7 25 1
7 26 2
7 27 2
7 28 3
7 29 4
7 30 2
7 31 5
7 32 5
7 33 5
7 34 5
7 35 5
7 36 1
7 37 2
7 38 2
7 39 4
7 40 3
7 41 4
7 42 4
7 43 5
7 44 4
7 45 3
7 46 4
7 47 3
7 48 1
7 49 1
7 50 1
7 51 2
7 52 1
7 53 4
7 54 2
7 55 5
7 56 2
7 57 4
7 58 4
7 59 4
7 60 1
7 61 4
7 62 2
7 63 2
7 64 4
7 65 3
7 66 3
7 67 1
7 68 4
7 69 3
7 70 5
7 71 3
7 72 2
7 73 2
7 74 5
7 75 3
7 76 4
7 77 4
7 78 1
7 79 2
7 80 4
7 81 2
7 82 3
7 83 4
7 84 2
7 85 5
7 86 5
7 87 2
7 88 2
7 89 1
7 90 2
7 91 2
7 92 3
7 93 4
7 94 3
7 95 4
7 96 2
7 97 5
7 98 1
7 99 3
7 100 5
7 101 5
7 102 1
7 103 3
7 104 2
7 105 2
7 106 5
7 107 4
7 108 4
7 109 3
7 110 2
7 111 4
7 112 3
7 113 5
7 114 2
7 115 1
7 116 2
7 117 5
7 118 3
7 119 1
7 120 4
7 121 1
7 122 4
7 123 4
7 124 5
7 125 2
7 126 4
7 127 1
7 128 3
7 129 3
7 130 5
7 131 2
7 132 5
7 133 3
7 134 5
7 135 3
7 136 5
7 137 5
7 138 4
7 139 1
7 140 5
7 141 5
7 142 5
7 143 5
7 144 1
7 145 3
7 146 2
7 147 2
7 148 4
7 149 5
7 150 2
7 151 3
7 152 1
7 153 2
7 154 5
7 155 4
7 156 2
7 157 2
7 158 5
7 159 5
7 160 1
7 161 2
7 162 4
7 163 5
7 164 3
7 165 2
7 166 5
7 167 5
7 168 3
7 169 2
7 170 4
7 171 3
7 172 1
7 173 2
7 174 3
7 175 1
7 176 1
7 177 2
7 178 5
7 179 5
7 180 1
7 181 4
7 182 4
7 183 5
7 184 3
7 185 4
7 186 3
7 187 2
7 188 1
7 189 2
7 190 3
7 191 1
7 192 2
7 193 3
7 194 5
7 195 5
7 196 1
7 197 2
7 198 4
7 199 5
8 9 4
8 10 2
8 11 3
8 12 5
8 13 2
8 14 4
8 15 5
8 16 3
8 17 2
8 18 3
8 19 5
8 20 5
8 21 5
8 22 2
8 23 4
8 24 1
8 25 4
8 26 3
8 27 5
8 28 3
8 29 4
8 30 2
8 31 2
8 32 5
8 33 1
8 34 2
8 35 4
8 36 5
8 37 1
8 38 2
8 39 1
8 40 2
8 41 2
8 42 1
8 43 2
8 44 5
8 45 1
8 46 4
8 47 3
8 48 1
8 49 1
8 50 3
8 51 5
8 52 2
8 53 3
8 54 5
8 55 2
8 56 5
8 57 5
8 58 3
8 59 3
8 60 3
8 61 1
8 62 3
8 63 2
8 64 1
8 65 2
8 66 4
8 67 2
8 68 1
8 69 3
8 70 1
8 71 3
8 72 1
8 73 2
8 74 1
8 75 2
8 76 4
8 77 2
8 78 1
8 79 5
8 80 3
8 81 4
8 82 4
8 83 1
8 84 3
8 85 3
8 86 3
8 87 3
8 88 4
8 89 5
8 90 2
8 91 4
8 92 2
8 93 3
8 94 3
8 95 2
8 96 2
8 97 2
8 98 3
8 99 3
8 100 4
8 101 3
8 102 1
8 103 5
8 104 1
8 105 1
8 106 2
8 107 1
8 108 5
8 109 4
8 110 4
8 111 3
8 112 2
8 113 2
8 114 2
8 115 3
8 116 3
8 117 3
8 118 5
8 119 1
8 120 1
8 121 4
8 122 1
8 123 2
8 124 2
8 125 3
8 126 2
8 127 1
8 128 1
8 129 2
8 130 3
8 131 5
8 132 5
8 133 1
8 134 3
8 135 4
8 136 4
8 137 4
8 138 4
8 139 4
8 140 4
8 141 3
8 142 2
8 143 1
8 144 2
8 145 5
8 146 2
8 147 2
8 148 5
8 149 2
8 150 4
8 151 3
8 152 1
8 153 2
8 154 3
8 155 5
8 156 4
8 157 3
8 158 3
8 159 4
8 160 4
8 161 1
8 162 4
8 163 2
8 164 2
8 165 3
8 166 2
8 167 2
8 168 4
8 169 5
8 170 3
8 171 1
8 172 3
8 173 3
8 174 5
8 175 5
8 176 4
8 177 2
8 178 2
8 179 3
8 180 1
8 181 1
8 182 3
8 183 5
8 184 5
8 185 2
8 186 1
8 187 5
8 188 5
8 189 3
8 190 3
8 191 5
8 192 1
8 193 2
8 194 4
8 195 5
8 196 2
8 197 5
8 198 4
8 199 1
9 10 1
9 11 5
9 12 5
9 13 3
9 14 3
9 15 2
9 16 1
9 17 4
9 18 5
9 19 5
9 20 2
9 21 2
9 22 5
9 23 3
9 24 1
9 25 4
9 26 2
9 27 2
9 28 4
9 29 3
9 30 2
9 31 1
9 32 3
9 33 1
9 34 2
9 35 1
9 36 3
9 37 3
9 38 5
9 39 4
9 40 2
9 41 2
9 42 3
9 43 3
9 44 1
9 45 5
9 46 4
9 47 3
9 48 5
9 49 2
9 50 4
9 51 2
9 52 1
9 53 3
9 54 5
9 55 4
9 56 5
9 57 5
9 58 4
9 59 4
9 60 3
9 61 5
9 62 1
9 63 4
9 64 3
9 65 3
9 66 3
9 67 5
9 68 3
9 69 2
9 70 2
9 71 5
9 72 4
9 73 3
9 74 5
9 75 2
9 76 4
9 77 3
9 78 4
9 79 4
9 80 1
9 81 1
9 82 2
9 83 3
9 84 1
9 85 2
9 86 4
9 87 1
9 88 4
9 89 3
9 90 3
9 91 3
9 92 5
9 93 5
9 94 1
9 95 4
9 96 1
9 97 3
9 98 2
9 99 1
9 100 3
9 101 3
9 102 4
9 103 4
9 104 2
9 105 2
9 106 4
9 107 4
9 108 5
9 109 5
9 110 1
9 111 5
9 112 4
9 113 5
9 114 2
9 115 3
9 116 4
9 117 1
9 118 4
9 119 5
9 120 4
9 121 4
9 122 2
9 123 5
9 124 4
9 125 3
9 126 1
9 127 4
9 128 5
9 129 2
9 130 1
9 131 1
9 132 3
9 133 5
9 134 2
9 135 3
9 136 5
9 137 1
9 138 5
9 139 4
9 140 1
9 141 4
9 142 3
9 143 5
9 144 5
9 145 1
9 146 4
9 147 1
9 148 5
9 149 3
9 150 2
9 151 4
9 152 4
9 153 5
9 154 4
9 155 3
9 156 1
9 157 2
9 158 3
9 159 5
9 160 2
9 161 4
9 162 5
9 163 2
9 164 5
9 165 4
9 166 2
9 167 2
9 168 1
9 169 3
9 170 4
9 171 4
9 172 1
9 173 3
9 174 5
9 175 1
9 176 3
9 177 5
9 178 1
9 179 3
9 180 1
9 181 1
9 182 3
9 183 2
9 184 5
9 185 4
9 186 3
9 187 3
9 188 5
9 189 1
9 190 1
9 191 2
9 192 4
9 193 2
9 194 3
9 195 1
9 196 3
9 197 1
9 198 1
9 199 4
10 11 1
10 12 5
10 13 2
10 14 5
10 15 1
10 16 1
10 17 2
10 18 1
10 19 5
10 20 5
10 21 5
10 22 5
10 23 2
10 24 1
10 25 3
10 26 4
10 27 1
10 28 5
10 29 3
10 30 4
10 31 3
10 32 1
10 33 1
10 34 4
10 35 4
10 36 5
10 37 4
10 38 2
10 39 4
10 40 5
10 41 3
10 42 4
10 43 4
10 44 5
10 45 3
10 46 3
10 47 4
10 48 4
10 49 3
10 50 3
10 51 4
10 52 4
10 53 4
10 54 3
10 55 5
10 56 1
10 57 4
10 58 2
10 59 4
10 60 3
10 61 4
10 62 1
10 63 3
10 64 2
10 65 5
10 66 5
10 67 3
10 68 4
10 69 1
10 70 2
10 71 2
10 72 5
10 73 4
10 74 2
10 75 4
10 76 4
10 77 5
10 78 1
10 79 2
10 80 3
10 81 5
10 82 5
10 83 4
10 84 4
10 85 5
10 86 1
10 87 2
10 88 4
10 89 4
10 90 4
10 91 4
10 92 1
10 93 4
10 94 2
10 95 1
10 96 5
10 97 2
10 98 3
10 99 5
10 100 4
10 101 5
10 102 4
10 103 1
10 104 5
10 105 2
10 106 2
10 107 4
10 108 5
10 109 5
10 110 5
10 111 2
10 112 3
10 113 5
10 114 2
10 115 5
10 116 5
10 117 5
10 118 2
10 119 2
10 120 5
10 121 5
10 122 3
10 123 1
10 124 2
10 125 1
10 126 5
10 127 4
10 128 3
10 129 3
10 130 1
10 131 2
10 132 1
10 133 5
10 134 3
10 135 4
10 136 5
10 137 2
10 138 5
10 139 2
10 140 5
10 141 4
10 142 1
10 143 1
10 144 3
10 145 5
10 146 2
10 147 3
10 148 2
10 149 3
10 150 4
10 151 5
10 152 2
10 153 5
10 154 2
10 155 3
10 156 4
10 157 2
10 158 5
10 159 5
10 160 5
10 161 4
10 162 4
10 163 2
10 164 4
10 165 2
10 166 2
10 167 1
10 168 3
10 169 3
10 170 4
10 171 3
10 172 1
10 173 5
10 174 4
10 175 2
10 176 2
10 177 4
10 178 5
10 179 1
10 180 5
10 181 3
10 182 5
10 183 2
10 184 1
10 185 5
10 186 1
10 187 2
10 188 2
10 189 2
10 190 2
10 191 1
10 192 2
10 193 2
10 194 1
10 195 2
10 196 2
10 197 3
10 198 3
10 199 1
11 12 1
11 13 5
11 14 4
11 15 2
11 16 1
11 17 4
11 18 5
11 19 2
11 20 5
11 21 3
11 22 4
11 23 1
11 24 4
11 25 1
11 26 4
11 27 2
11 28 1
11 29 2
11 30 2
11 31 5
11 32 5
11 33 5
11 34 2
11 35 1
11 36 5
11 37 4
11 38 3
11 39 4
11 40 3
11 41 4
11 42 1
11 43 2
11 44 3
11 45 2
11 46 3
11 47 4
11 48 5
11 49 3
11 50 4
11 51 3
11 52 4
11 53 1
11 54 3
11 55 3
11 56 1
11 57 5
11 58 1
11 59 4
11 60 1
11 61 2
11 62 3
11 63 5
11 64 2
11 65 1
11 66 4
11 67 5
11 68 4
11 69 3
11 70 1
11 71 4
11 72 5
11 73 5
11 74 5
11 75 4
11 76 2
11 77 1
11 78 1
11 79 2
11 80 5
11 81 1
11 82 3
11 83 3
11 84 1
11 85 4
11 86 5
11 87 3
11 88 3
11 89 3
11 90 2
11 91 2
11 92 2
11 93 5
11 94 2
11 95 5
11 96 3
11 97 3
11 98 1
11 99 4
11 100 2
11 101 2
11 102 1
11 103 3
11 104 2
11 105 5
11 106 3
11 107 4
11 108 1
11 109 2
11 110 3
11 111 4
11 112 2
11 113 4
11 114 2
11 115 3
11 116 2
11 117 1
11 118 2
11 119 5
11 120 3
11 121 5
11 122 2
11 123 2
11 124 1
11 125 1
11 126 4
11 127 2
11 128 4
11 129 5
11 130 5
11 131 5
11 132 5
11 133 2
11 134 3
11 135 3
11 136 1
11 137 2
11 138 3
11 139 2
11 140 2
11 141 1
11 142 4
11 143 1
11 144 5
11 145 1
11 146 3
11 147 3
11 148 1
11 149 4
11 150 5
11 151 3
11 152 2
11 153 5
11 154 1
11 155 2
11 156 3
11 157 1
11 158 5
11 159 2
11 160 5
11 161 4
11 162 2
11 163 2
11 164 5
11 165 2
11 166 5
11 167 4
11 168 1
11 169 2
11 170 2
11 171 5
11 172 1
11 173 3
11 174 4
11 175 3
11 176 2
11 177 4
11 178 4
11 179 5
11 180 2
11 181 3
11 182 4
11 183 2
11 184 2
11 185 2
11 186 1
11 187 3
11 188 3
11 189 2
11 190 1
11 191 1
11 192 5
11 193 2
11 194 4
11 195 4
11 196 2
11 197 2
11 198 4
11 199 3
12 13 4
12 14 1
12 15 5
12 16 1
12 17 5
12 18 4
12 19 1
12 20 3
12 21 2
12 22 5
12 23 1
12 24 2
12 25 1
12 26 3
12 27 5
12 28 5
12 29 3
12 30 5
12 31 1
12 32 5
12 33 1
12 34 2
12 35 1
12 36 2
12 37 5
12 38 3
12 39 4
12 40 4
12 41 1
12 42 3
12 43 5
12 44 5
12 45 1
12 46 4
12 47 5
12 48 3
12 49 1
12 50 2
12 51 2
12 52 5
12 53 4
12 54 2
12 55 3
12 56 4
12 57 5
12 58 2
12 59 2
12 60 5
12 61 3
12 62 1
12 63 2
12 64 4
12 65 1
12 66 4
12 67 3
12 68 1
12 69 1
12 70 5
12 71 2
12 72 3
12 73 2
12 74 5
12 75 2
12 76 5
12 77 4
12 78 3
12 79 1
12 80 1
12 81 1
12 82 4
12 83 4
12 84 2
12 85 1
12 86 1
12 87 3
12 88 2
12 89 2
12 90 3
12 91 3
12 92 5
12 93 1
12 94 1
12 95 4
12 96 1
12 97 2
12 98 5
12 99 1
12 100 4
12 101 3
12 102 1
12 103 5
12 104 5
12 105 1
12 106 3
12 107 1
12 108 1
12 109 4
12 110 4
12 111 5
12 112 1
12 113 2
12 114 5
12 115 3
12 116 1
12 117 2
12 118 4
12 119 2
12 120 5
12 121 3
12 122 4
12 123 3
12 124 4
12 125 5
12 126 5
12 127 3
12 128 1
12 129 2
12 130 5
12 131 5
12 132 4
12 133 5
12 134 1
12 135 1
12 136 2
12 137 4
12 138 2
12 139 1
12 140 2
12 141 5
12 142 4
12 143 1
12 144 4
12 145 4
12 146 4
12 147 5
12 148 1
12 149 4
12 150 1
12 151 1
12 152 5
12 153 3
12 154 1
12 155 2
12 156 2
12 157 1
12 158 1
12 159 2
12 160 3
12 161 2
12 162 2
12 163 2
12 164 1
12 165 2
12 166 3
12 167 1
12 168 5
12 169 3
12 170 2
12 171 3
12 172 4
12 173 1
12 174 4
12 175 3
12 176 4
12 177 5
12 178 5
12 179 4
12 180 5
12 181 4
12 182 3
12 183 3
12 184 5
12 185 3
12 186 4
12 187 3
12 188 5
12 189 3
12 190 1
12 191 4
12 192 1
12 193 1
12 194 5
12 195 5
12 196 4
12 197 5
12 198 1
12 199 5
13 14 1
13 15 5
13 16 5
13 17 5
13 18 3
13 19 1
13 20 3
13 21 4
13 22 5
13 23 3
13 24 4
13 25 4
13 26 4
13 27 4
13 28 2
13 29 2
13 30 3
13 31 1
13 32 1
13 33 5
13 34 3
