200 19900
3 52 2
3 53 3
3 54 3
3 55 1
3 56 2
3 57 4
3 58 4
3 59 4
3 60 5
3 61 2
3 62 3
3 63 3
3 64 4
3 65 2
3 66 5
3 67 4
3 68 2
3 69 5
3 70 4
3 71 4
3 72 3
3 73 5
3 74 2
3 75 3
3 76 2
3 77 4
3 78 5
3 79 5
3 80 3
3 81 2
3 82 1
3 83 4
3 84 2
3 85 1
3 86 5
3 87 4
3 88 2
3 89 4
3 90 4
3 91 2
3 92 4
3 93 4
3 94 2
3 95 3
3 96 5
3 97 1
3 98 3
3 99 1
3 100 1
3 101 3
3 102 1
3 103 1
3 104 3
3 105 1
3 106 1
3 107 4
3 108 5
3 109 5
3 110 3
3 111 1
3 112 3
3 113 3
3 114 4
3 115 3
3 116 4
3 117 4
3 118 5
3 119 1
3 120 4
3 121 3
3 122 1
3 123 2
3 124 1
3 125 1
3 126 2
3 127 1
3 128 4
3 129 4
3 130 4
3 131 3
3 132 3
3 133 3
3 134 1
3 135 5
3 136 1
3 137 5
3 138 3
3 139 5
3 140 4
3 141 2
3 142 2
3 143 3
3 144 5
3 145 5
3 146 4
3 147 4
3 148 1
3 149 3
3 150 2
3 151 2
3 152 1
3 153 1
3 154 5
3 155 4
3 156 5
3 157 2
3 158 4
3 159 2
3 160 1
3 161 5
3 162 5
3 163 1
3 164 4
3 165 5
3 166 4
3 167 4
3 168 5
3 169 1
3 170 1
3 171 5
3 172 2
3 173 1
3 174 2
3 175 2
3 176 2
3 177 4
3 178 1
3 179 4
3 180 4
3 181 2
3 182 3
3 183 4
3 184 5
3 185 2
3 186 3
3 187 1
3 188 5
3 189 5
3 190 5
3 191 2
3 192 4
3 193 2
3 194 1
3 195 3
3 196 4
3 197 4
3 198 4
3 199 4
4 5 2
4 6 1
4 7 3
4 8 2
4 9 3
4 10 3
4 11 3
4 12 1
4 13 4
4 14 5
4 15 4
4 16 5
4 17 1
4 18 1
4 19 5
4 20 4
4 21 3
4 22 4
4 23 1
4 24 1
4 25 4
4 26 1
4 27 3
4 28 5
4 29 4
4 30 1
4 31 2
4 32 2
4 33 5
4 34 2
4 35 5
4 36 1
4 37 1
4 38 2
4 39 5
4 40 4
4 41 3
4 42 5
4 43 3
4 44 4
4 45 5
4 46 2
4 47 4
4 48 4
4 49 1
4 50 2
4 51 4
4 52 5
4 53 5
4 54 3
4 55 5
4 56 4
4 57 1
4 58 2
4 59 4
4 60 5
4 61 1
4 62 2
4 63 3
4 64 5
4 65 4
4 66 3
4 67 3
4 68 3
4 69 3
4 70 2
4 71 2
4 72 1
4 73 5
4 74 1
4 75 4
4 76 5
4 77 3
4 78 1
4 79 1
4 80 3
4 81 1
4 82 4
4 83 2
4 84 5
4 85 4
4 86 1
4 87 1
4 88 4
4 89 3
4 90 4
4 91 5
4 92 2
4 93 4
4 94 2
4 95 5
4 96 4
4 97 1
4 98 2
4 99 3
4 100 4
4 101 4
4 102 2
4 103 5
4 104 5
4 105 5
4 106 3
4 107 1
4 108 3
4 109 2
4 110 2
4 111 2
4 112 1
4 113 3
4 114 2
4 115 2
4 116 1
4 117 5
4 118 2
4 119 1
4 120 1
4 121 3
4 122 2
4 123 5
4 124 5
4 125 5
4 126 5
4 127 2
4 128 5
4 129 2
4 130 1
4 131 3
4 132 5
4 133 3
4 134 5
4 135 4
4 136 3
4 137 3
4 138 2
4 139 5
4 140 1
4 141 3
4 142 2
4 143 2
4 144 1
4 145 2
4 146 3
4 147 5
4 148 2
4 149 2
4 150 3
4 151 2
4 152 5
4 153 4
4 154 4
4 155 2
4 156 1
4 157 4
4 158 3
4 159 5
4 160 4
4 161 2
4 162 3
4 163 3
4 164 5
4 165 2
4 166 5
4 167 1
4 168 2
4 169 2
4 170 4
4 171 4
4 172 3
4 173 4
4 174 1
4 175 1
4 176 2
4 177 4
4 178 4
4 179 2
4 180 5
4 181 4
4 182 3
4 183 4
4 184 3
4 185 3
4 186 3
4 187 1
4 188 4
4 189 1
4 190 3
4 191 2
4 192 5
4 193 3
4 194 5
4 195 5
4 196 1
4 197 2
4 198 2
4 199 4
5 6 5
5 7 2
5 8 3
5 9 5
5 10 2
5 11 3
5 12 2
5 13 3
5 14 5
5 15 4
5 16 3
5 17 3
5 18 4
5 19 1
5 20 4
5 21 1
5 22 1
5 23 4
5 24 4
5 25 3
5 26 3
5 27 3
5 28 2
5 29 4
5 30 1
5 31 3
5 32 3
5 33 2
5 34 2
5 35 3
5 36 2
5 37 1
5 38 3
5 39 5
5 40 2
5 41 4
5 42 5
5 43 5
5 44 4
5 45 5
5 46 2
5 47 2
5 48 4
5 49 5
5 50 4
5 51 2
5 52 2
5 53 4
5 54 3
5 55 2
5 56 3
5 57 5
5 58 5
5 59 5
5 60 4
5 61 4
5 62 3
5 63 2
5 64 1
5 65 1
5 66 3
5 67 4
5 68 4
5 69 1
5 70 3
5 71 1
5 72 3
5 73 5
5 74 5
5 75 2
5 76 3
5 77 1
5 78 5
5 79 1
5 80 1
5 81 1
5 82 4
5 83 4
5 84 4
5 85 5
5 86 4
5 87 3
5 88 1
5 89 5
5 90 2
5 91 5
5 92 3
5 93 4
5 94 2
5 95 3
5 96 5
5 97 3
5 98 4
5 99 4
5 100 1
5 101 2
5 102 4
5 103 4
5 104 4
5 105 5
5 106 2
5 107 5
5 108 1
5 109 2
5 110 2
5 111 5
5 112 3
5 113 1
5 114 4
5 115 1
5 116 5
5 117 4
5 118 3
5 119 4
5 120 2
5 121 5
5 122 1
5 123 4
5 124 4
5 125 1
5 126 2
5 127 1
5 128 4
5 129 4
5 130 4
5 131 2
5 132 3
5 133 1
5 134 5
5 135 3
5 136 3
5 137 2
5 138 2
5 139 2
5 140 3
5 141 1
5 142 3
5 143 4
5 144 1
5 145 5
5 146 1
5 147 2
5 148 5
5 149 1
5 150 5
5 151 2
5 152 5
5 153 4
5 154 5
5 155 3
5 156 3
5 157 5
5 158 2
5 159 5
5 160 2
5 161 4
5 162 3
5 163 3
5 164 1
5 165 4
5 166 2
5 167 3
5 168 1
5 169 2
5 170 4
5 171 2
5 172 2
5 173 2
5 174 4
5 175 5
5 176 2
5 177 3
5 178 1
5 179 3
5 180 3
5 181 5
5 182 3
5 183 3
5 184 3
5 185 2
5 186 4
5 187 2
5 188 5
5 189 1
5 190 3
5 191 5
5 192 4
5 193 4
5 194 5
5 195 5
5 196 3
5 197 3
5 198 5
5 199 5
6 7 2
6 8 1
6 9 3
6 10 4
6 11 1
6 12 3
6 13 1
6 14 2
6 15 1
6 16 2
6 17 1
6 18 3
6 19 4
6 20 2
6 21 1
6 22 1
6 23 1
6 24 4
6 25 1
6 26 4
6 27 3
6 28 1
6 29 1
6 30 1
6 31 2
6 32 4
6 33 1
6 34 4
6 35 3
6 36 1
6 37 5
6 38 1
6 39 3
6 40 2
6 41 5
6 42 1
6 43 3
6 44 2
6 45 2
6 46 3
6 47 5
6 48 4
6 49 3
6 50 1
6 51 1
6 52 1
6 53 3
6 54 4
6 55 1
6 56 4
6 57 5
6 58 3
6 59 1
6 60 3
6 61 2
6 62 4
6 63 1
6 64 4
6 65 1
6 66 5
6 67 1
6 68 5
6 69 1
6 70 4
6 71 5
6 72 5
6 73 2
6 74 1
6 75 5
6 76 1
6 77 3
6 78 2
6 79 5
6 80 1
6 81 1
6 82 1
6 83 4
6 84 5
6 85 1
6 86 1
6 87 2
6 88 5
6 89 4
6 90 4
6 91 3
6 92 1
6 93 4
6 94 2
6 95 1
6 96 3
6 97 5
6 98 2
6 99 1
6 100 4
6 101 1
6 102 2
6 103 5
6 104 4
6 105 3
6 106 4
6 107 2
6 108 5
6 109 4
6 110 3
6 111 2
6 112 3
6 113 3
6 114 5
6 115 5
6 116 5
6 117 3
6 118 4
6 119 4
6 120 3
6 121 3
6 122 4
6 123 1
6 124 3
6 125 4
6 126 1
6 127 1
6 128 4
6 129 2
6 130 2
6 131 1
6 132 2
6 133 2
6 134 5
6 135 3
6 136 5
6 137 3
6 138 3
6 139 4
6 140 4
6 141 4
6 142 4
6 143 1
6 144 3
6 145 4
6 146 2
6 147 1
6 148 3
6 149 2
6 150 1
6 151 4
6 152 3
6 153 4
6 154 3
6 155 5
6 156 3
6 157 2
6 158 2
6 159 2
6 160 2
6 161 1
6 162 2
6 163 2
6 164 1
6 165 1
6 166 1
6 167 2
6 168 4
6 169 5
6 170 5
6 171 5
6 172 3
6 173 1
6 174 3
6 175 1
6 176 4
6 177 5
6 178 2
6 179 1
6 180 1
6 181 5
6 182 1
6 183 3
6 184 1
6 185 5
6 186 4
6 187 4
6 188 3
6 189 5
6 190 1
6 191 4
6 192 5
6 193 1
6 194 3
6 195 1
6 196 5
6 197 3
6 198 1
6 199 2
7 8 3
7 9 2
7 10 3
7 11 1
7 12 5
7 13 2
7 14 2
7 15 5
7 16 4
7 17 1
7 18 3
7 19 5
7 20 4
7 21 5
7 22 1
7 23 2
7 24 3
7 25 5
7 26 2
7 27 4
7 28 2
7 29 2
7 30 4
7 31 1
7 32 3
7 33 2
7 34 1
7 35 4
7 36 3
7 37 5
7 38 2
7 39 2
7 40 2
7 41 1
7 42 2
7 43 5
7 44 2
7 45 5
7 46 5
7 47 4
7 48 3
7 49 5
7 50 2
7 51 5
7 52 4
7 53 3
7 54 2
7 55 4
7 56 1
7 57 4
7 58 3
7 59 1
7 60 2
7 61 5
7 62 5
7 63 5
7 64 5
7 65 2
7 66 2
7 67 3
7 68 3
7 69 2
7 70 3
7 71 4
7 72 4
7 73 5
7 74 1
7 75 5
7 76 3
7 77 3
7 78 2
7 79 1
7 80 1
7 81 1
7 82 1
7 83 2
7 84 5
7 85 3
7 86 1
7 87 1
7 88 5
7 89 2
7 90 4
7 91 5
7 92 4
7 93 1
7 94 4
7 95 4
7 96 1
7 97 2
7 98 1
7 99 5
7 100 1
7 101 2
7 102 4
7 103 3
7 104 5
7 105 4
7 106 1
7 107 1
7 108 2
7 109 2
7 110 3
7 111 3
7 112 1
7 113 2
7 114 2
7 115 2
7 116 1
7 117 5
7 118 5
7 119 1
7 120 1
7 121 3
7 122 2
7 123 2
7 124 4
7 125 2
7 126 4
7 127 1
7 128 2
7 129 2
7 130 1
7 131 1
7 132 1
7 133 5
7 134 4
7 135 1
7 136 5
7 137 4
7 138 2
7 139 5
7 140 3
7 141 4
7 142 4
7 143 1
7 144 4
7 145 1
7 146 4
7 147 1
7 148 1
7 149 3
7 150 3
7 151 4
7 152 5
7 153 3
7 154 4
7 155 3
7 156 1
7 157 5
7 158 4
7 159 4
7 160 3
7 161 5
7 162 5
7 163 2
7 164 4
7 165 2
7 166 1
7 167 1
7 168 5
7 169 1
7 170 4
7 171 2
7 172 1
7 173 3
7 174 4
7 175 1
7 176 1
7 177 5
7 178 2
7 179 4
7 180 3
7 181 4
7 182 4
7 183 3
7 184 3
7 185 4
7 186 1
7 187 2
7 188 5
7 189 4
7 190 2
7 191 5
7 192 4
7 193 4
7 194 1
7 195 4
7 196 1
7 197 4
7 198 5
7 199 2
8 9 1
8 10 3
8 11 3
8 12 4
8 13 5
8 14 1
8 15 4
8 16 1
8 17 5
8 18 1
8 19 3
8 20 4
8 21 2
8 22 1
8 23 3
8 24 5
8 25 3
8 26 5
8 27 3
8 28 1
8 29 1
8 30 4
8 31 2
8 32 2
8 33 4
8 34 2
8 35 2
8 36 1
8 37 5
8 38 5
8 39 3
8 40 1
8 41 2
8 42 4
8 43 5
8 44 1
8 45 3
8 46 5
8 47 4
8 48 2
8 49 1
8 50 3
8 51 3
8 52 1
8 53 4
8 54 2
8 55 1
8 56 2
8 57 4
8 58 4
8 59 4
8 60 1
8 61 1
8 62 3
8 63 2
8 64 4
8 65 3
8 66 1
8 67 4
8 68 2
8 69 1
8 70 3
8 71 5
8 72 4
8 73 4
8 74 5
8 75 2
8 76 2
8 77 1
8 78 1
8 79 1
8 80 3
8 81 1
8 82 4
8 83 5
8 84 5
8 85 1
8 86 3
8 87 4
8 88 4
8 89 3
8 90 1
8 91 5
8 92 1
8 93 2
8 94 1
8 95 3
8 96 2
8 97 4
8 98 1
8 99 3
8 100 4
8 101 3
8 102 1
8 103 2
8 104 3
8 105 4
8 106 2
8 107 3
8 108 1
8 109 2
8 110 3
8 111 2
8 112 4
8 113 2
8 114 4
8 115 4
8 116 3
8 117 1
8 118 5
8 119 4
8 120 5
8 121 3
8 122 4
8 123 5
8 124 5
8 125 4
8 126 1
8 127 2
8 128 3
8 129 3
8 130 3
8 131 1
8 132 1
8 133 4
8 134 5
8 135 5
8 136 1
8 137 5
8 138 3
8 139 5
8 140 5
8 141 4
8 142 2
8 143 4
8 144 4
8 145 5
8 146 4
8 147 1
8 148 2
8 149 3
8 150 4
8 151 4
8 152 5
8 153 5
8 154 4
8 155 4
8 156 2
8 157 4
8 158 3
8 159 4
8 160 3
8 161 5
8 162 3
8 163 5
8 164 4
8 165 3
8 166 4
8 167 2
8 168 1
8 169 5
8 170 5
8 171 5
8 172 3
8 173 3
8 174 5
8 175 4
8 176 5
8 177 1
8 178 3
8 179 3
8 180 4
8 181 1
8 182 5
8 183 1
8 184 4
8 185 5
8 186 4
8 187 1
8 188 4
8 189 4
8 190 1
8 191 1
8 192 2
8 193 4
8 194 1
8 195 2
8 196 3
8 197 5
8 198 5
8 199 1
9 10 2
9 11 2
9 12 1
9 13 3
9 14 2
9 15 4
9 16 2
9 17 2
9 18 2
9 19 2
9 20 2
9 21 1
9 22 1
9 23 4
9 24 4
9 25 4
9 26 2
9 27 1
9 28 2
9 29 3
9 30 1
9 31 2
9 32 3
9 33 3
9 34 3
9 35 5
9 36 4
9 37 5
9 38 1
9 39 2
9 40 2
9 41 1
9 42 3
9 43 1
9 44 2
9 45 2
9 46 5
9 47 4
9 48 5
9 49 4
9 50 3
9 51 3
9 52 3
9 53 1
9 54 4
9 55 1
9 56 3
9 57 3
9 58 4
9 59 4
9 60 2
9 61 2
9 62 2
9 63 2
9 64 3
9 65 5
9 66 4
9 67 5
9 68 2
9 69 2
9 70 4
9 71 2
9 72 3
9 73 5
9 74 2
9 75 1
9 76 3
9 77 3
9 78 2
9 79 1
9 80 2
9 81 3
9 82 2
9 83 1
9 84 1
9 85 3
9 86 5
9 87 5
9 88 1
9 89 1
9 90 4
9 91 2
9 92 3
9 93 5
9 94 4
9 95 3
9 96 4
9 97 3
9 98 4
9 99 2
9 100 3
9 101 1
9 102 3
9 103 4
9 104 2
9 105 1
9 106 5
9 107 4
9 108 3
9 109 2
9 110 3
9 111 5
9 112 3
9 113 5
9 114 3
9 115 5
9 116 3
9 117 3
9 118 1
9 119 1
9 120 5
9 121 4
9 122 3
9 123 5
9 124 2
9 125 1
9 126 3
9 127 3
9 128 2
9 129 4
9 130 3
9 131 5
9 132 4
9 133 5
9 134 4
9 135 1
9 136 5
9 137 5
9 138 1
9 139 4
9 140 2
9 141 2
9 142 2
9 143 2
9 144 5
9 145 5
9 146 4
9 147 3
9 148 4
9 149 5
9 150 5
9 151 2
9 152 5
9 153 3
9 154 4
9 155 2
9 156 3
9 157 4
9 158 3
9 159 1
9 160 1
9 161 5
9 162 2
9 163 3
9 164 2
9 165 5
9 166 1
9 167 1
9 168 2
9 169 2
9 170 3
9 171 3
9 172 2
9 173 4
9 174 4
9 175 3
9 176 4
9 177 1
9 178 1
9 179 5
9 180 1
9 181 4
9 182 3
9 183 2
9 184 3
9 185 4
9 186 4
9 187 3
9 188 2
9 189 4
9 190 5
9 191 3
9 192 4
9 193 2
9 194 2
9 195 1
9 196 3
9 197 3
9 198 4
9 199 3
10 11 1
10 12 1
10 13 3
10 14 2
10 15 5
10 16 1
10 17 4
10 18 1
10 19 1
10 20 5
10 21 4
10 22 3
10 23 1
10 24 2
10 25 5
10 26 1
10 27 4
10 28 2
10 29 3
10 30 2
10 31 3
10 32 3
10 33 2
10 34 4
10 35 4
10 36 5
10 37 5
10 38 2
10 39 4
10 40 3
10 41 2
10 42 5
10 43 4
10 44 2
10 45 1
10 46 5
10 47 3
10 48 3
10 49 2
10 50 1
10 51 5
10 52 2
10 53 5
10 54 4
10 55 1
10 56 1
10 57 4
10 58 1
10 59 4
10 60 4
10 61 4
10 62 1
10 63 3
10 64 3
10 65 4
10 66 1
10 67 3
10 68 1
10 69 4
10 70 2
10 71 5
10 72 1
10 73 1
10 74 2
10 75 3
10 76 3
10 77 5
10 78 3
10 79 5
10 80 2
10 81 5
10 82 4
10 83 3
10 84 1
10 85 3
10 86 1
10 87 5
10 88 5
10 89 4
10 90 4
10 91 1
10 92 2
10 93 2
10 94 2
10 95 2
10 96 4
10 97 1
10 98 4
10 99 3
10 100 1
10 101 1
10 102 4
10 103 2
10 104 1
10 105 2
10 106 2
10 107 4
10 108 4
10 109 1
10 110 5
10 111 5
10 112 5
10 113 2
10 114 3
10 115 3
10 116 1
10 117 1
10 118 1
10 119 3
10 120 4
10 121 1
10 122 5
10 123 1
10 124 5
10 125 4
10 126 4
10 127 3
10 128 3
10 129 1
10 130 5
10 131 5
10 132 5
10 133 4
10 134 2
10 135 3
10 136 1
10 137 4
10 138 1
10 139 2
10 140 4
10 141 5
10 142 5
10 143 2
10 144 4
10 145 3
10 146 2
10 147 2
10 148 4
10 149 1
10 150 4
10 151 3
10 152 5
10 153 3
10 154 3
10 155 5
10 156 1
10 157 5
10 158 2
10 159 2
10 160 2
10 161 2
10 162 2
10 163 2
10 164 4
10 165 3
10 166 1
10 167 2
10 168 4
10 169 1
10 170 1
10 171 3
10 172 5
10 173 2
10 174 2
10 175 4
10 176 2
10 177 1
10 178 1
10 179 4
10 180 2
10 181 1
10 182 5
10 183 4
10 184 5
10 185 1
10 186 4
10 187 5
10 188 1
10 189 2
10 190 5
10 191 3
10 192 3
10 193 2
10 194 5
10 195 3
10 196 3
10 197 5
10 198 5
10 199 1
11 12 1
11 13 1
11 14 5
11 15 4
11 16 5
11 17 1
11 18 2
11 19 5
11 20 5
11 21 3
11 22 1
11 23 4
11 24 3
11 25 1
11 26 2
11 27 4
11 28 4
11 29 2
11 30 2
11 31 3
11 32 4
11 33 4
11 34 5
11 35 3
11 36 4
11 37 2
11 38 5
11 39 2
11 40 1
11 41 5
11 42 5
11 43 4
11 44 4
11 45 5
11 46 4
11 47 1
11 48 1
11 49 2
11 50 2
11 51 2
11 52 5
11 53 2
11 54 4
11 55 1
11 56 1
11 57 1
11 58 1
11 59 4
11 60 4
11 61 1
11 62 1
11 63 1
11 64 4
11 65 3
11 66 4
11 67 4
11 68 2
11 69 3
11 70 4
11 71 3
11 72 5
11 73 2
11 74 3
11 75 2
11 76 5
11 77 2
11 78 3
11 79 5
11 80 4
11 81 3
11 82 1
11 83 4
11 84 1
11 85 3
11 86 3
11 87 4
11 88 1
11 89 4
11 90 5
11 91 2
11 92 2
11 93 4
11 94 4
11 95 1
11 96 3
11 97 4
11 98 1
11 99 2
11 100 3
11 101 1
11 102 5
11 103 5
11 104 4
11 105 4
11 106 3
11 107 3
11 108 3
11 109 3
11 110 1
11 111 5
11 112 4
11 113 1
11 114 4
11 115 2
11 116 5
11 117 2
11 118 1
11 119 3
11 120 3
11 121 4
11 122 3
11 123 3
11 124 2
11 125 3
11 126 1
11 127 1
11 128 3
11 129 5
11 130 1
11 131 2
11 132 3
11 133 4
11 134 1
11 135 4
11 136 3
11 137 3
11 138 2
11 139 4
11 140 3
11 141 3
11 142 5
11 143 3
11 144 1
11 145 4
11 146 1
11 147 5
11 148 5
11 149 2
11 150 4
11 151 5
11 152 5
11 153 4
11 154 2
11 155 3
11 156 5
11 157 4
11 158 1
11 159 3
11 160 2
11 161 1
11 162 1
11 163 4
11 164 5
11 165 3
11 166 4
11 167 1
11 168 5
11 169 2
11 170 2
11 171 3
11 172 4
11 173 4
11 174 1
11 175 3
11 176 1
11 177 1
11 178 1
11 179 1
11 180 3
11 181 5
11 182 3
11 183 3
11 184 4
11 185 2
11 186 3
11 187 4
11 188 4
11 189 2
11 190 2
11 191 1
11 192 5
11 193 3
11 194 4
11 195 1
11 196 1
11 197 5
11 198 1
11 199 3
12 13 1
12 14 5
12 15 3
12 16 4
12 17 5
12 18 1
12 19 3
12 20 1
12 21 1
12 22 4
12 23 3
12 24 3
12 25 4
12 26 4
12 27 4
12 28 1
12 29 5
12 30 3
12 31 4
12 32 3
12 33 4
12 34 2
12 35 1
12 36 4
12 37 2
12 38 3
12 39 1
12 40 2
12 41 5
12 42 4
12 43 2
12 44 1
12 45 2
12 46 3
12 47 3
12 48 5
12 49 5
12 50 2
12 51 2
12 52 1
12 53 5
12 54 2
12 55 5
12 56 2
12 57 4
12 58 5
12 59 5
12 60 2
12 61 4
12 62 3
12 63 5
12 64 4
12 65 2
12 66 4
12 67 5
12 68 1
12 69 4
12 70 5
12 71 3
12 72 2
12 73 5
12 74 2
12 75 2
12 76 3
12 77 1
12 78 5
12 79 5
12 80 2
12 81 5
12 82 1
12 83 5
12 84 2
12 85 3
12 86 3
12 87 2
12 88 1
12 89 1
12 90 2
12 91 3
12 92 5
12 93 1
12 94 4
12 95 3
12 96 2
12 97 4
12 98 1
12 99 3
12 100 5
12 101 4
12 102 4
12 103 2
12 104 5
12 105 4
12 106 2
12 107 4
12 108 2
12 109 4
12 110 5
12 111 3
12 112 2
12 113 3
12 114 2
12 115 3
12 116 5
12 117 1
12 118 5
12 119 2
12 120 3
12 121 5
12 122 3
12 123 5
12 124 1
12 125 4
12 126 5
12 127 3
12 128 2
12 129 1
12 130 3
12 131 1
12 132 2
12 133 5
12 134 4
12 135 2
12 136 3
12 137 3
12 138 4
12 139 3
12 140 1
12 141 1
12 142 4
12 143 5
12 144 5
12 145 3
12 146 3
12 147 2
12 148 4
12 149 1
12 150 5
12 151 3
12 152 2
12 153 3
12 154 2
12 155 3
12 156 5
12 157 5
12 158 1
12 159 2
12 160 3
12 161 4
12 162 1
12 163 2
12 164 2
12 165 2
12 166 3
12 167 4
12 168 1
12 169 2
12 170 4
12 171 5
12 172 5
12 173 4
12 174 4
12 175 2
12 176 5
12 177 3
12 178 3
12 179 1
12 180 1
12 181 2
12 182 4
12 183 4
12 184 3
12 185 5
12 186 4
12 187 2
12 188 5
12 189 5
12 190 2
12 191 5
12 192 4
12 193 2
12 194 4
12 195 5
12 196 1
12 197 1
12 198 3
12 199 2
13 14 2
13 15 3
13 16 1
13 17 4
13 18 3
13 19 3
13 20 3
13 21 4
13 22 5
13 23 3
13 24 4
13 25 4
13 26 4
13 27 1
13 28 5
13 29 4
13 30 1
13 31 4
13 32 1
13 33 4
13 34 1
